			Symbol				Name				Sector				industry	
{	Symbol	":"""	FWLT	"""xqxq"	Name	":"""	Foster Wheeler AG.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	GLDD	"""xqxq"	Name	":"""	Great Lakes Dredge & Dock Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	STRL	"""xqxq"	Name	":"""	Sterling Construction Company Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	ICA	"""xqxq"	Name	":"""	Empresas Ica Soc Contrladora	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	FLR	"""xqxq"	Name	":"""	Fluor Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	GVA	"""xqxq"	Name	":"""	Granite Construction Incorporated	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	JEC	"""xqxq"	Name	":"""	Jacobs Engineering Group Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	KBR	"""xqxq"	Name	":"""	"KBR, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	ORN	"""xqxq"	Name	":"""	Orion Marine Group Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Military/Government/Technical	}xqxq
{	Symbol	":"""	USLM	"""xqxq"	Name	":"""	"United States Lime & Minerals, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	CXZ	"""xqxq"	Name	":"""	Crosshair Energy Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	XRA	"""xqxq"	Name	":"""	Exeter Resource Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	GSV	"""xqxq"	Name	":"""	Gold Standard Ventures Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	KBX	"""xqxq"	Name	":"""	Kimber Resources Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	ACO	"""xqxq"	Name	":"""	Amcol International Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	CMP	"""xqxq"	Name	":"""	"Compass Minerals International, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	HL	"""xqxq"	Name	":"""	Hecla Mining Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	HL^B	"""xqxq"	Name	":"""	Hecla Mining Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	HCLP	"""xqxq"	Name	":"""	Hi-Crush Partners LP	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	IPI	"""xqxq"	Name	":"""	"Intrepid Potash, Inc"	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	MLM	"""xqxq"	Name	":"""	"Martin Marietta Materials, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	MDU	"""xqxq"	Name	":"""	"MDU Resources Group, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	SQM	"""xqxq"	Name	":"""	Sociedad Quimica y Minera S.A.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	TCK	"""xqxq"	Name	":"""	Teck Resources Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	SLCA	"""xqxq"	Name	":"""	"U.S. Silica Holdings, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	USU	"""xqxq"	Name	":"""	USEC Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	VMC	"""xqxq"	Name	":"""	Vulcan Materials Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	}xqxq
{	Symbol	":"""	HCCI	"""xqxq"	Name	":"""	"Heritage-Crystal Clean, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Miscellaneous	}xqxq
{	Symbol	":"""	IDSA	"""xqxq"	Name	":"""	"Industrial Services of America, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Miscellaneous	}xqxq
{	Symbol	":"""	CHD	"""xqxq"	Name	":"""	"Church & Dwight Company, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Package Goods/Cosmetics	}xqxq
{	Symbol	":"""	ECL	"""xqxq"	Name	":"""	Ecolab Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Package Goods/Cosmetics	}xqxq
{	Symbol	":"""	PG	"""xqxq"	Name	":"""	Procter & Gamble Company (The)	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Package Goods/Cosmetics	}xqxq
{	Symbol	":"""	SCL	"""xqxq"	Name	":"""	Stepan Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Package Goods/Cosmetics	}xqxq
{	Symbol	":"""	SCL^	"""xqxq"	Name	":"""	Stepan Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Package Goods/Cosmetics	}xqxq
{	Symbol	":"""	FOE	"""xqxq"	Name	":"""	Ferro Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paints/Coatings	}xqxq
{	Symbol	":"""	PPG	"""xqxq"	Name	":"""	"PPG Industries, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paints/Coatings	}xqxq
{	Symbol	":"""	RPM	"""xqxq"	Name	":"""	RPM International Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paints/Coatings	}xqxq
{	Symbol	":"""	VAL	"""xqxq"	Name	":"""	Valspar Corporation (The)	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paints/Coatings	}xqxq
{	Symbol	":"""	MERC	"""xqxq"	Name	":"""	Mercer International Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	TIS	"""xqxq"	Name	":"""	Orchids Paper Products Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	BKI	"""xqxq"	Name	":"""	"Buckeye Technologies, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	CLW	"""xqxq"	Name	":"""	Clearwater Paper Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	UFS	"""xqxq"	Name	":"""	Domtar Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	FBR	"""xqxq"	Name	":"""	Fibria Celulose S.A.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	GLT	"""xqxq"	Name	":"""	Glatfelter	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	IP	"""xqxq"	Name	":"""	International Paper Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	KS	"""xqxq"	Name	":"""	KapStone Paper and Packaging Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	MWV	"""xqxq"	Name	":"""	Meadwestvaco Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	NP	"""xqxq"	Name	":"""	"Neenah Paper, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	RFP	"""xqxq"	Name	":"""	Resolute Forest Products Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	SWM	"""xqxq"	Name	":"""	"Schweitzer-Mauduit International, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	VRS	"""xqxq"	Name	":"""	Verso Paper Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	WPP	"""xqxq"	Name	":"""	Wausau Paper Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Paper	}xqxq
{	Symbol	":"""	CHNR	"""xqxq"	Name	":"""	"China Natural Resources, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PAAS	"""xqxq"	Name	":"""	Pan American Silver Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GOLD	"""xqxq"	Name	":"""	Randgold Resources Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	RGLD	"""xqxq"	Name	":"""	"Royal Gold, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	SSRI	"""xqxq"	Name	":"""	Silver Standard Resources Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	URRE	"""xqxq"	Name	":"""	"Uranium Resources, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AXX	"""xqxq"	Name	":"""	Alderon Iron Ore Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AXU	"""xqxq"	Name	":"""	Alexco Resource Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	ANV	"""xqxq"	Name	":"""	Allied Nevada Gold Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AAU	"""xqxq"	Name	":"""	"Almaden Minerals, Ltd."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	ATL	"""xqxq"	Name	":"""	Atlatsa Resources Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AZC	"""xqxq"	Name	":"""	Augusta Resource Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AZK	"""xqxq"	Name	":"""	"Aurizon Mines, Ltd."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AVL	"""xqxq"	Name	":"""	"Avalon Rare Metals, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	ASM	"""xqxq"	Name	":"""	Avino Silver	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	BAA	"""xqxq"	Name	":"""	BANRO CORPORATION	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	BRD	"""xqxq"	Name	":"""	Brigus Gold Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	CDY	"""xqxq"	Name	":"""	Cardero Resource Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	SHZ	"""xqxq"	Name	":"""	"China Shen Zhou Mining & Resources, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	CGR	"""xqxq"	Name	":"""	"Claude Resources, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	LODE	"""xqxq"	Name	":"""	"Comstock Mining, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	DNN	"""xqxq"	Name	":"""	Denison Mine Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	EGI	"""xqxq"	Name	":"""	Entree Gold Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	EMXX	"""xqxq"	Name	":"""	Eurasian Minerals Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GMO	"""xqxq"	Name	":"""	"General Moly, Inc"	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GRZ	"""xqxq"	Name	":"""	Gold Reserve Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GORO	"""xqxq"	Name	":"""	Gold Resource Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AUMN	"""xqxq"	Name	":"""	Golden Minerals Company	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GSS	"""xqxq"	Name	":"""	"Golden Star Resources, Ltd"	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GPL	"""xqxq"	Name	":"""	Great Panther Silver Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	IGC	"""xqxq"	Name	":"""	India Globalization Capital Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	THM	"""xqxq"	Name	":"""	International Tower Hill Mines Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	KXM	"""xqxq"	Name	":"""	Kobex Minerals Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	LSG	"""xqxq"	Name	":"""	Lake Shore Gold Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	LON	"""xqxq"	Name	":"""	Loncor Resources Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	MVG	"""xqxq"	Name	":"""	Mag Silver Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	MDW	"""xqxq"	Name	":"""	Midway Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	MGH	"""xqxq"	Name	":"""	Minco Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	MGN	"""xqxq"	Name	":"""	"Mines Management, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	MDM	"""xqxq"	Name	":"""	Mountain Province Diamonds Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	NSU	"""xqxq"	Name	":"""	Nevsun Resources Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	NGD	"""xqxq"	Name	":"""	NEW GOLD INC.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PAL	"""xqxq"	Name	":"""	"North American Palladium, Ltd."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	NAK	"""xqxq"	Name	":"""	"Northern Dynasty Minerals, Ltd."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	NCQ	"""xqxq"	Name	":"""	NovaCopper Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	NG	"""xqxq"	Name	":"""	Novagold Resources Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PBM	"""xqxq"	Name	":"""	Pacific Booker Minerals Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PZG	"""xqxq"	Name	":"""	Paramount Gold and Silver Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PLG	"""xqxq"	Name	":"""	Platinum Group Metals Ltd.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	PLM	"""xqxq"	Name	":"""	Polymet Mining Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	QMM	"""xqxq"	Name	":"""	Quaterra Resources Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	QRM	"""xqxq"	Name	":"""	Quest Rare Minerals Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	REE	"""xqxq"	Name	":"""	Rare Element Resources Ltd.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	RVM	"""xqxq"	Name	":"""	Revett Minerals Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	RIC	"""xqxq"	Name	":"""	"Richmont Mines, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	RBY	"""xqxq"	Name	":"""	Rubicon Minerals Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	SAND          	"""xqxq"	Name	":"""	Sandstorm Gold Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	SVBL	"""xqxq"	Name	":"""	"Silver Bull Resources, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	SVLC	"""xqxq"	Name	":"""	"SilverCrest Mines, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	XPL	"""xqxq"	Name	":"""	Solitario Exploration & Royalty Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	TRX	"""xqxq"	Name	":"""	Tanzanian Royalty Exploration Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	TGB	"""xqxq"	Name	":"""	Taseko Mines Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	TAS	"""xqxq"	Name	":"""	Tasman Metals Ltd	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	TLR	"""xqxq"	Name	":"""	Timberline Resources Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	TGD	"""xqxq"	Name	":"""	Timmons Gold Corp	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	URG	"""xqxq"	Name	":"""	Ur Energy Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	URZ	"""xqxq"	Name	":"""	Uranerz Energy Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	UEC	"""xqxq"	Name	":"""	Uranium Energy Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	VGZ	"""xqxq"	Name	":"""	Vista Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	WRN	"""xqxq"	Name	":"""	Western Copper and Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AEM	"""xqxq"	Name	":"""	Agnico-Eagle Mines Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AGI	"""xqxq"	Name	":"""	Alamos Gold Inc	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AU	"""xqxq"	Name	":"""	AngloGold Ashanti Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AUQ	"""xqxq"	Name	":"""	AuRico Gold Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	ABX	"""xqxq"	Name	":"""	Barrick Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	BHP	"""xqxq"	Name	":"""	BHP Billiton Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	BVN	"""xqxq"	Name	":"""	Buenaventura Mining Company Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	CCJ	"""xqxq"	Name	":"""	Cameco Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	CLF	"""xqxq"	Name	":"""	Cliffs Natural Resources Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	CDE	"""xqxq"	Name	":"""	Coeur d&#39;Alene Mines Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	DRD	"""xqxq"	Name	":"""	DRDGOLD Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	EGO	"""xqxq"	Name	":"""	Eldorado Gold Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	EXK	"""xqxq"	Name	":"""	Endeavour Silver Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	AG	"""xqxq"	Name	":"""	First Majestic Silver Corp.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	FSM	"""xqxq"	Name	":"""	Fortuna Silver Mines Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	FNV	"""xqxq"	Name	":"""	Franco-Nevada Corporation	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	FCX	"""xqxq"	Name	":"""	"Freeport-McMoran Copper & Gold, Inc."	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GFI	"""xqxq"	Name	":"""	Gold Fields Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GG	"""xqxq"	Name	":"""	Goldcorp Inc.	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	GNI	"""xqxq"	Name	":"""	Great Northern Iron Ore Properties	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
{	Symbol	":"""	HMY	"""xqxq"	Name	":"""	Harmony Gold Mining Company Limited	"""xqxq"	Sector	":"""	Basic Industries	"""xqxq"	industry	":"""	Precious Metals	}xqxq
