			Symbol				Name				Sector				industry	
{	Symbol	":"""	VNET	"""xqxq"	Name	":"""	"21Vianet Group, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	ABTL	"""xqxq"	Name	":"""	Autobytel Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	BIDU	"""xqxq"	Name	":"""	"Baidu, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	ELNK	"""xqxq"	Name	":"""	"EarthLink, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	EDGW	"""xqxq"	Name	":"""	"Edgewater Technology, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	ENOC	"""xqxq"	Name	":"""	"EnerNOC, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	FB	"""xqxq"	Name	":"""	"Facebook, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	FFN	"""xqxq"	Name	":"""	FriendFinder Networks Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	GIGM	"""xqxq"	Name	":"""	GigaMedia Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	GOOG	"""xqxq"	Name	":"""	Google Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	HSTM	"""xqxq"	Name	":"""	"HealthStream, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	INAP	"""xqxq"	Name	":"""	Internap Network Services Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	IIJI	"""xqxq"	Name	":"""	"Internet Initiative Japan, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	SIFY	"""xqxq"	Name	":"""	Sify Technologies Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	SYNC	"""xqxq"	Name	":"""	"Synacor, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	TRIP	"""xqxq"	Name	":"""	"TripAdvisor, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	UNTD	"""xqxq"	Name	":"""	"United Online, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	YNDX	"""xqxq"	Name	":"""	Yandex N.V.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	FDS	"""xqxq"	Name	":"""	FactSet Research Systems Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	IHS	"""xqxq"	Name	":"""	IHS Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	INXN	"""xqxq"	Name	":"""	InterXion Holding N.V.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	LNKD	"""xqxq"	Name	":"""	LinkedIn Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	RAX	"""xqxq"	Name	":"""	"Rackspace Hosting, Inc"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	RHT	"""xqxq"	Name	":"""	"Red Hat, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	SLH	"""xqxq"	Name	":"""	"Solera Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	"Computer Software: Programming, Data Processing"	}xqxq
{	Symbol	":"""	JOBS	"""xqxq"	Name	":"""	"51job, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	ELRC	"""xqxq"	Name	":"""	Electro Rent Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	HSII	"""xqxq"	Name	":"""	"Heidrick & Struggles International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	MGRC	"""xqxq"	Name	":"""	McGrath RentCorp	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	MIND	"""xqxq"	Name	":"""	"Mitcham Industries, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	RCII	"""xqxq"	Name	":"""	Rent-A-Center Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	ACY	"""xqxq"	Name	":"""	AeroCentury Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	CTP	"""xqxq"	Name	":"""	CTPartners Executive Search Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	JOB	"""xqxq"	Name	":"""	"General Employment Enterprises, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	AAN	"""xqxq"	Name	":"""	"Aaron&#39;s,  Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	AER	"""xqxq"	Name	":"""	Aercap Holdings N.V.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	AL	"""xqxq"	Name	":"""	Air Lease Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	AYR	"""xqxq"	Name	":"""	Aircastle Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	CAP	"""xqxq"	Name	":"""	"Cai International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	EXH	"""xqxq"	Name	":"""	"Exterran Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	KFY	"""xqxq"	Name	":"""	Korn/Ferry International	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	TAL	"""xqxq"	Name	":"""	"TAL International Group, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	TGH	"""xqxq"	Name	":"""	Textainer Group Holdings Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	URI	"""xqxq"	Name	":"""	"United Rentals, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Diversified Commercial Services	}xqxq
{	Symbol	":"""	ACXM	"""xqxq"	Name	":"""	Acxiom Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ADVS	"""xqxq"	Name	":"""	"Advent Software, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	AGYS	"""xqxq"	Name	":"""	"Agilysys, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	MDRX	"""xqxq"	Name	":"""	"Allscripts Healthcare Solutions, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ANLY	"""xqxq"	Name	":"""	Analysts International Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	AZPN	"""xqxq"	Name	":"""	"Aspen Technology, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ASUR	"""xqxq"	Name	":"""	Asure Software Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ADAT	"""xqxq"	Name	":"""	Authentidate Holding Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ADP	"""xqxq"	Name	":"""	"Automatic Data Processing, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	BCOR	"""xqxq"	Name	":"""	"Blucora, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	BPHX	"""xqxq"	Name	":"""	"BluePhoenix Solutions, Ltd."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	BCOV	"""xqxq"	Name	":"""	Brightcove Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CALD	"""xqxq"	Name	":"""	"Callidus Software, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CARB	"""xqxq"	Name	":"""	"Carbonite, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CERN	"""xqxq"	Name	":"""	Cerner Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CCIH	"""xqxq"	Name	":"""	ChinaCache International Holdings Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CIMT	"""xqxq"	Name	":"""	"Cimatron, Limited"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CTSH	"""xqxq"	Name	":"""	Cognizant Technology Solutions Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CPSI	"""xqxq"	Name	":"""	"Computer Programs and Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CTGX	"""xqxq"	Name	":"""	"Computer Task Group, Incorporated"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CSGS	"""xqxq"	Name	":"""	"CSG Systems International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CSPI	"""xqxq"	Name	":"""	CSP Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DTLK	"""xqxq"	Name	":"""	Datalink Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TRAK	"""xqxq"	Name	":"""	"Dealertrack Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DLGC	"""xqxq"	Name	":"""	"Dialogic, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DMRC	"""xqxq"	Name	":"""	Digimarc Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DRCO	"""xqxq"	Name	":"""	Dynamics Research Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DVOX	"""xqxq"	Name	":"""	DynaVox Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EBIX	"""xqxq"	Name	":"""	Ebix Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EFUT	"""xqxq"	Name	":"""	eFuture Information Technology Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EPIQ	"""xqxq"	Name	":"""	"EPIQ Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EPOC	"""xqxq"	Name	":"""	"Epocrates, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EVOL	"""xqxq"	Name	":"""	"Evolving Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	FISV	"""xqxq"	Name	":"""	"Fiserv, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	FORTY	"""xqxq"	Name	":"""	Formula Systems (1985) Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	GLUU	"""xqxq"	Name	":"""	Glu Mobile Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	AWAY	"""xqxq"	Name	":"""	"HomeAway, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	IGTE	"""xqxq"	Name	":"""	iGATE Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	INOD	"""xqxq"	Name	":"""	Innodata Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ISSC	"""xqxq"	Name	":"""	"Innovative Solutions and Support, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	INTX	"""xqxq"	Name	":"""	"Intersections, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	IPAS	"""xqxq"	Name	":"""	iPass Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	JKHY	"""xqxq"	Name	":"""	"Jack Henry & Associates, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DATE	"""xqxq"	Name	":"""	Jiayuan.com International Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	JIVE	"""xqxq"	Name	":"""	"Jive Software, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	KONE	"""xqxq"	Name	":"""	Kingtone Wirelessinfo Solution Holding Ltd	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	LIVE	"""xqxq"	Name	":"""	"LiveDeal, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	LOOK	"""xqxq"	Name	":"""	"LookSmart, Ltd."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	MENT	"""xqxq"	Name	":"""	Mentor Graphics Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	MRGE	"""xqxq"	Name	":"""	Merge Healthcare Incorporated.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	MCRS	"""xqxq"	Name	":"""	"MICROS Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	MNDO	"""xqxq"	Name	":"""	MIND C.T.I. Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TYPE	"""xqxq"	Name	":"""	Monotype Imaging Holdings Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	NCIT	"""xqxq"	Name	":"""	"NCI, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	NETE	"""xqxq"	Name	":"""	"Net Element International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	NTCT	"""xqxq"	Name	":"""	"NetScout Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	OTEX	"""xqxq"	Name	":"""	Open Text Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PACT          	"""xqxq"	Name	":"""	Pactera Technology International Ltd	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PDFS	"""xqxq"	Name	":"""	"PDF Solutions, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PEGA	"""xqxq"	Name	":"""	Pegasystems Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PRFT	"""xqxq"	Name	":"""	"Perficient, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PERI	"""xqxq"	Name	":"""	Perion Network Ltd	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PKT	"""xqxq"	Name	":"""	"Procera Networks, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PFPT	"""xqxq"	Name	":"""	"Proofpoint, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	QSII	"""xqxq"	Name	":"""	"Quality Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	RNWK	"""xqxq"	Name	":"""	"RealNetworks, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SAPE	"""xqxq"	Name	":"""	Sapient Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SGMS	"""xqxq"	Name	":"""	Scientific Games Corp	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SLP	"""xqxq"	Name	":"""	"Simulations Plus, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SOHU	"""xqxq"	Name	":"""	Sohu.com Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SONS	"""xqxq"	Name	":"""	"Sonus Networks, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	FIRE	"""xqxq"	Name	":"""	"Sourcefire, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	STRM	"""xqxq"	Name	":"""	"Streamline Health Solutions, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SPRT	"""xqxq"	Name	":"""	"support.com, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SYKE	"""xqxq"	Name	":"""	"Sykes Enterprises, Incorporated"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SYNA	"""xqxq"	Name	":"""	Synaptics Incorporated	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SNCR	"""xqxq"	Name	":"""	"Synchronoss Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SYNT	"""xqxq"	Name	":"""	"Syntel, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	KEYW	"""xqxq"	Name	":"""	The KEYW Holding Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TZOO	"""xqxq"	Name	":"""	Travelzoo Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TSRI	"""xqxq"	Name	":"""	"TSR, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	VDSI	"""xqxq"	Name	":"""	"VASCO Data Security International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	VRNT	"""xqxq"	Name	":"""	Verint Systems Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	VRSN	"""xqxq"	Name	":"""	"VeriSign, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	VRSK	"""xqxq"	Name	":"""	"Verisk Analytics, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	VRTU	"""xqxq"	Name	":"""	Virtusa Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	RNIN	"""xqxq"	Name	":"""	"Wireless Ronin Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	YHOO	"""xqxq"	Name	":"""	Yahoo! Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	YY	"""xqxq"	Name	":"""	YY Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ZIXI	"""xqxq"	Name	":"""	Zix Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ZNGA	"""xqxq"	Name	":"""	Zynga Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EXE	"""xqxq"	Name	":"""	"Crexendo, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DSS	"""xqxq"	Name	":"""	"Document Security Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PCYG	"""xqxq"	Name	":"""	"Park City Group, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TCX	"""xqxq"	Name	":"""	Tucows Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	WYY	"""xqxq"	Name	":"""	WidePoint Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DOX	"""xqxq"	Name	":"""	Amdocs Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	AOL	"""xqxq"	Name	":"""	AOL Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	BITA	"""xqxq"	Name	":"""	Bitauto Holdings Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CACI	"""xqxq"	Name	":"""	"CACI International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CIS	"""xqxq"	Name	":"""	Camelot Information Systems	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CBR	"""xqxq"	Name	":"""	"Ciber, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CSC	"""xqxq"	Name	":"""	Computer Sciences Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CVG	"""xqxq"	Name	":"""	Convergys Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	CLGX	"""xqxq"	Name	":"""	"CoreLogic, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DMD	"""xqxq"	Name	":"""	Demand Media Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
